abastecimientoFrecuenteEcopais;gastoCombustibleElectricidadEcopais;abastecimientoFrecuenteElectricidad;gastoCombustibleElectricidadElectricidad;abastecimientoFrecuenteGas;gastoFrecuenteGas;abastecimientoFrecuenteSuper;gastoCombustibleElectricidadSuper;abastecimientoFrecuenteExtra;gastoCombustibleElectricidadExtra;abastecimientoFrecuenteDiesel;gastoCombustibleElectricidadDiesel;id_vivienda;id_hogar;ciudad
0;0;0;0;0;0;0;0;0;0;0;0;1801500352040410402;18015003520404104102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500352040410602;18015003520404106102;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500352040410702;18015003520404107102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500352040410802;18015003520404108102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500352040410902;18015003520404109102;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500353010270103;18015003530102701103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500353010270203;18015003530102702103;180150
2;0;2;0;2;0;1;50;2;0;2;0;1801500353010270303;18015003530102703103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500353010270403;18015003530102704103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500353010270503;18015003530102705103;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500353010270603;18015003530102706103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500353010270703;18015003530102707103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500353020260102;18015003530202601102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500353020260202;18015003530202602102;180150
2;0;2;0;2;0;2;0;2;0;1;25;1801500353020260302;18015003530202603102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500353020260402;18015003530202604102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500353020260502;18015003530202605102;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500353020260602;18015003530202606102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500353020260702;18015003530202607102;180150
2;0;2;0;2;0;2;0;1;200;2;0;1801500356010270103;18015003560102701103;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500356010270203;18015003560102702103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500356010270303;18015003560102703103;180150
2;0;2;0;2;0;1;100;2;0;2;0;1801500356010270403;18015003560102704103;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500356010270503;18015003560102705103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500356010270603;18015003560102706103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500356010270703;18015003560102707103;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500360020250101;18015003600202501101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500360020250201;18015003600202502101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500360020250301;18015003600202503101;180150
2;0;2;0;2;0;2;0;1;100;1;50;1801500360020250401;18015003600202504101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500360020250501;18015003600202505101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500360020250601;18015003600202506101;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500360020250701;18015003600202507101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500363020420103;18015003630204201103;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500363020420203;18015003630204202103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500363020420303;18015003630204203103;180150
2;0;2;0;2;0;2;0;1;220;2;0;1801500363020420403;18015003630204204103;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500363020420503;18015003630204205103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500363020420603;18015003630204206103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500363020420703;18015003630204207103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500365030270103;18015003650302701103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500365030270203;18015003650302702103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500365030270303;18015003650302703103;180150
2;0;2;0;2;0;2;0;1;45;2;0;1801500365030270403;18015003650302704103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500365030270503;18015003650302705103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500365030270603;18015003650302706103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500365030270703;18015003650302707103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367020340103;18015003670203401103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367020340203;18015003670203402103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367020340303;18015003670203403103;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500367020340403;18015003670203404103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367020340503;18015003670203405103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367020340703;18015003670203407103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367020340903;18015003670203409103;180150
2;0;2;0;2;0;2;0;1;150;2;0;1801500367040370101;18015003670403701101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367040370201;18015003670403702101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367040370501;18015003670403705101;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500367040370601;18015003670403706101;180150
2;0;2;0;2;0;2;0;2;0;2;0;1801500367040370701;18015003670403707101;180150
2;0;2;0;2;0;2;0;1;120;2;0;1801500367040370901;18015003670403709101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500367040371001;18015003670403710101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500370010340103;18015003700103401103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500370010340203;18015003700103402103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500370010340303;18015003700103403103;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500370010340403;18015003700103404103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500370010340503;18015003700103405103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500370010340603;18015003700103406103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500370010340703;18015003700103407103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500371030320102;18015003710303201102;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500371030320202;18015003710303202102;180150
2;0;2;0;2;0;2;0;1;5;2;0;1801500371030320302;18015003710303203102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500371030320402;18015003710303204102;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500371030320502;18015003710303205102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500371030320602;18015003710303206102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500371030320702;18015003710303207102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500372030290101;18015003720302901101;180150
2;0;2;0;2;0;2;0;1;120;2;0;1801500372030290201;18015003720302902101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500372030290301;18015003720302903101;180150
2;0;2;0;2;0;2;0;1;160;2;0;1801500372030290401;18015003720302904101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500372030290501;18015003720302905101;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500372030290601;18015003720302906101;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500372030290701;18015003720302907101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500372040410102;18015003720404101102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500372040410402;18015003720404104102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500372040410502;18015003720404105102;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500372040410602;18015003720404106102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500372040410702;18015003720404107102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500372040410902;18015003720404109102;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500374020260102;18015003740202601102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500374020260202;18015003740202602102;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500374020260302;18015003740202603102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500374020260402;18015003740202604102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500374020260502;18015003740202605102;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500374020260602;18015003740202606102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500374020260702;18015003740202607102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500377010260102;18015003770102601102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500377010260302;18015003770102603102;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500377010260402;18015003770102604102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500377010260502;18015003770102605102;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500377010260602;18015003770102606102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500377010260702;18015003770102607102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500379010420103;18015003790104201103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500379010420203;18015003790104202103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500379010420303;18015003790104203103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500379010420403;18015003790104204103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500379010420503;18015003790104205103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500379010420603;18015003790104206103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500379010420703;18015003790104207103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500381020280101;18015003810202801101;180150
2;0;2;0;2;0;2;0;2;0;1;80;1801500381020280201;18015003810202802101;180150
2;0;2;0;2;0;2;0;1;25;2;0;1801500381020280301;18015003810202803101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500381020280401;18015003810202804101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500381020280501;18015003810202805101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500381020280601;18015003810202806101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500381020280701;18015003810202807101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500383010270103;18015003830102701103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500383010270203;18015003830102702103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500383010270303;18015003830102703103;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500383010270403;18015003830102704103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500383010270503;18015003830102705103;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500383010270603;18015003830102706103;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500383010270703;18015003830102707103;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500384020420103;18015003840204201103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500384020420203;18015003840204202103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500384020420403;18015003840204204103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500384020420503;18015003840204205103;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500384020420603;18015003840204206103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500384020420703;18015003840204207103;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500384020420803;18015003840204208103;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500385030290101;18015003850302901101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500385030290201;18015003850302902101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500385030290301;18015003850302903101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500385030290401;18015003850302904101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500385030290501;18015003850302905101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500385030290601;18015003850302906101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500385030290701;18015003850302907101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500387020290101;18015003870202901101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500387020290201;18015003870202902101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500387020290301;18015003870202903101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500387020290501;18015003870202905101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500387020290601;18015003870202906101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500387020290801;18015003870202908101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500387020290901;18015003870202909101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500392010410102;18015003920104101102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500392010410302;18015003920104103102;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500392010410402;18015003920104104102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500392010410502;18015003920104105102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500392010410602;18015003920104106102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500392010410702;18015003920104107102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500392010410802;18015003920104108102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500394030280101;18015003940302801101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500394030280201;18015003940302802101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500394030280301;18015003940302803101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500394030280401;18015003940302804101;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500394030280501;18015003940302805101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500394030280601;18015003940302806101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500394030280701;18015003940302807101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500397040270103;18015003970402701103;180150
2;0;2;0;2;0;2;0;2;0;1;100;1801500397040270203;18015003970402702103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500397040270303;18015003970402703103;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500397040270403;18015003970402704103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500397040270503;18015003970402705103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500397040270603;18015003970402706103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500397040270703;18015003970402707103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500399020320102;18015003990203201102;180150
2;0;2;0;2;0;2;0;1;160;2;0;1801500399020320202;18015003990203202102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500399020320302;18015003990203203102;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500399020320402;18015003990203204102;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500399020320602;18015003990203206102;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500399020320702;18015003990203207102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500399020320802;18015003990203208102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500401010270103;18015004010102701103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500401010270203;18015004010102702103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500401010270403;18015004010102704103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500401010270503;18015004010102705103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500401010270603;18015004010102706103;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500401010270703;18015004010102707103;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500401010270903;18015004010102709103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500403010340103;18015004030103401103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500403010340203;18015004030103402103;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500403010340303;18015004030103403103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500403010340403;18015004030103404103;180150
2;0;2;0;2;0;2;0;1;70;2;0;1801500403010340503;18015004030103405103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500403010340603;18015004030103406103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500403010340703;18015004030103407103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500404040420303;18015004040404203103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500404040420403;18015004040404204103;180150
2;0;2;0;2;0;2;0;1;10;2;0;1801500404040420503;18015004040404205103;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500404040420603;18015004040404206103;180150
2;0;2;0;2;0;2;0;1;70;2;0;1801500404040420703;18015004040404207103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500404040420803;18015004040404208103;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500404040420903;18015004040404209103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500409020370101;18015004090203701101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500409020370201;18015004090203702101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500409020370401;18015004090203704101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500409020370701;18015004090203707101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500409020370801;18015004090203708101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500410020270103;18015004100202701103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500410020270203;18015004100202702103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500410020270303;18015004100202703103;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500410020270403;18015004100202704103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500410020270503;18015004100202705103;180150
2;0;2;0;2;0;2;0;1;10;2;0;1801500410020270603;18015004100202706103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500410020270703;18015004100202707103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500411030350103;18015004110303501103;180150
2;0;2;0;2;0;2;0;1;70;2;0;1801500411030350203;18015004110303502103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500411030350303;18015004110303503103;180150
2;0;2;0;2;0;1;80;1;60;2;0;1801500411030350403;18015004110303504103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500411030350503;18015004110303505103;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500411030350603;18015004110303506103;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500411030350703;18015004110303507103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500413010320102;18015004130103201102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500413010320202;18015004130103202102;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500413010320302;18015004130103203102;180150
2;0;2;0;2;0;2;0;1;65;2;0;1801500413010320402;18015004130103204102;180150
2;0;2;0;2;0;2;0;1;40;1;40;1801500413010320502;18015004130103205102;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500413010320602;18015004130103206102;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500413010320702;18015004130103207102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500413040280101;18015004130402801101;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500413040280201;18015004130402802101;180150
2;0;2;0;2;0;2;0;1;70;1;20;1801500413040280301;18015004130402803101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500413040280401;18015004130402804101;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500413040280501;18015004130402805101;180150
2;0;2;0;2;0;2;0;1;55;2;0;1801500413040280601;18015004130402806101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500413040280701;18015004130402807101;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500414020280101;18015004140202801101;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500414020280201;18015004140202802101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500414020280301;18015004140202803101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500414020280401;18015004140202804101;180150
2;0;2;0;2;0;2;0;1;10;2;0;1801500414020280501;18015004140202805101;180150
2;0;2;0;2;0;2;0;1;25;2;0;1801500414020280601;18015004140202806101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500414020280701;18015004140202807101;180150
2;0;2;0;2;0;2;0;1;15;2;0;1801500417010280101;18015004170102801101;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500417010280201;18015004170102802101;180150
2;0;2;0;2;0;2;0;1;40;2;0;1801500417010280301;18015004170102803101;180150
2;0;2;0;2;0;2;0;1;10;2;0;1801500417010280401;18015004170102804101;180150
2;0;2;0;2;0;2;0;1;10;2;0;1801500417010280601;18015004170102806101;180150
2;0;2;0;2;0;2;0;2;0;1;30;1801500417010280701;18015004170102807101;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500417010280901;18015004170102809101;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500417020410102;18015004170204101102;180150
2;0;2;0;2;0;2;0;1;15;2;0;1801500417020410202;18015004170204102102;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500417020410302;18015004170204103102;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500417020410402;18015004170204104102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500417020410602;18015004170204106102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500417020410702;18015004170204107102;180150
2;0;2;0;2;0;2;0;1;300;2;0;1801500417020410802;18015004170204108102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500418010410302;18015004180104103102;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500418010410402;18015004180104104102;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500418010410702;18015004180104107102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500418010410802;18015004180104108102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500418010411002;18015004180104110102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500419030370101;18015004190303701101;180150
2;0;2;0;2;0;2;0;2;0;2;0;1801500419030370201;18015004190303702101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500419030370301;18015004190303703101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500419030370401;18015004190303704101;180150
2;0;2;0;2;0;2;0;1;120;2;0;1801500419030370601;18015004190303706101;180150
2;0;2;0;2;0;2;0;1;20;1;40;1801500419030370701;18015004190303707101;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500419030370801;18015004190303708101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500421020370301;18015004210203703101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500421020370401;18015004210203704101;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500421020370601;18015004210203706101;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500421020370701;18015004210203707101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500421020370801;18015004210203708101;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500421020370901;18015004210203709101;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500421020371001;18015004210203710101;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500422020350103;18015004220203501103;180150
2;0;2;0;2;0;2;0;1;100;1;30;1801500422020350203;18015004220203502103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500422020350303;18015004220203503103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500422020350403;18015004220203504103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500422020350503;18015004220203505103;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500422020350603;18015004220203506103;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500422020350703;18015004220203507103;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500425020320102;18015004250203201102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500425020320202;18015004250203202102;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500425020320302;18015004250203203102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500425020320402;18015004250203204102;180150
2;0;2;0;2;0;2;0;1;70;2;0;1801500425020320502;18015004250203205102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500425020320602;18015004250203206102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500425020320702;18015004250203207102;180150
2;0;2;0;2;0;2;0;1;150;2;0;1801500428020290101;18015004280202901101;180150
2;0;2;0;2;0;2;0;1;250;2;0;1801500428020290201;18015004280202902101;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500428020290301;18015004280202903101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500428020290401;18015004280202904101;180150
2;0;2;0;2;0;2;0;1;120;2;0;1801500428020290501;18015004280202905101;180150
2;0;2;0;2;0;1;30;2;0;2;0;1801500428020290601;18015004280202906101;180150
2;0;2;0;2;0;2;0;1;150;2;0;1801500428020290701;18015004280202907101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500428030310102;18015004280303101102;180150
2;0;2;0;2;0;2;0;1;25;2;0;1801500428030310202;18015004280303102102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500428030310302;18015004280303103102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500428030310402;18015004280303104102;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500428030310502;18015004280303105102;180150
2;0;2;0;2;0;2;0;1;15;2;0;1801500428030310602;18015004280303106102;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500428030310702;18015004280303107102;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500429030320102;18015004290303201102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500429030320202;18015004290303202102;180150
2;0;2;0;2;0;2;0;1;120;2;0;1801500429030320302;18015004290303203102;180150
2;0;2;0;2;0;2;0;1;20;1;15;1801500429030320402;18015004290303204102;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500429030320502;18015004290303205102;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500429030320602;18015004290303206102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500429030320702;18015004290303207102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500431030310102;18015004310303101102;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500431030310202;18015004310303102102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500431030310302;18015004310303103102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500431030310402;18015004310303104102;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500431030310502;18015004310303105102;180150
2;0;2;0;2;0;2;0;1;20;2;0;1801500431030310602;18015004310303106102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500431030310702;18015004310303107102;180150
2;0;2;0;2;0;2;0;1;40;1;60;1801500432030250101;18015004320302501101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500432030250201;18015004320302502101;180150
2;0;2;0;2;0;2;0;1;60;2;0;1801500432030250301;18015004320302503101;180150
2;0;2;0;2;0;2;0;1;30;2;0;1801500432030250401;18015004320302504101;180150
2;0;2;0;2;0;2;0;1;80;2;0;1801500432030250501;18015004320302505101;180150
2;0;2;0;2;0;2;0;1;120;2;0;1801500432030250601;18015004320302506101;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500432030250701;18015004320302507101;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500434020410102;18015004340204101102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500434020410402;18015004340204104102;180150
2;0;2;0;2;0;2;0;1;100;2;0;1801500434020410602;18015004340204106102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500434020410702;18015004340204107102;180150
0;0;0;0;0;0;0;0;0;0;0;0;1801500434020410802;18015004340204108102;180150
2;0;2;0;2;0;2;0;1;50;2;0;1801500434020410902;18015004340204109102;180150
